url,text
"https://www.kolzchut.org.il/ru/%22%D0%90-%D0%9B%D0%B5%D0%B2%22-_%D0%B2%D1%81%D0%B5%D0%B8%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D1%8F_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B9,_%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%89%D0%B8%D1%85_%D0%BD%D0%B0_%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE_%D0%BF%D0%BE%D0%B6%D0%B8%D0%BB%D1%8B%D1%85_%D0%BB%D1%8E%D0%B4%D0%B5%D0%B9","הקדמה: ”А-Лев” - всеизраильская ассоциация общественных организаций, действующих на благо пожилых людей - это объединение, курирующее местные некоммерческие организации помощи пожилым людям в разных районах Израиля, его назначение - представлять их интересы и продвигать их цели. Все некоммерческие организации, входящие в ассоциацию, управляются в соответствии с Законом о деятельности некоммерческих организаций советом директоров, состоящим из волонтеров, в прошлом занимавших общественные должности. Реквизиты организации Сайт: На сайт Фейсбук: На страницу Фейсбука Электронная почта: Info@Igud-Halev.org.il Адрес: ул. Зеэв Жаботински, 54, Рамат-Ган Телефон: 03-9414666 03-9419667 Год создания: 1995 Гайдстар: Организации на сайте ""Гайдстар"" Деятельность Среди целей ассоциации: Развивать информационные услуги для некоммерческих организаций и помогать в повышении уровня предоставляемых ими услуг Помогать некоммерческим организациям в достижении поставленных перед ними целей по оказанию услуг пожилым людям, а также представлять эти организации и их деятельность перед властями и общественностью Действовать в сотрудничестве релевантными учреждениями для лоббирования прав пожилых людей в Израиле и улучшения качества оказываемых им услуг и работы с ними Повышать в обществе информированность о проблемах старости Подходящие темы и права на ""Коль Зхут"" Старость Правительственные ведомства, с которыми работает организация Министерство социального равенства Министерство социального обеспечения и благосостояния Министерство здравоохранения Институт Национального страхования (Битуах Леуми) Органы местной власти Центр местной власти"
https://www.kolzchut.org.il/ru/%22%D0%90%D0%B2%D0%B8%D0%B2%22_%D0%B4%D0%BB%D1%8F_%D0%BF%D0%B5%D1%80%D0%B5%D0%B6%D0%B8%D0%B2%D1%88%D0%B8%D1%85_%D0%A5%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE%D1%81%D1%82,"הקדמה: Организация ""Авив для переживших Холокост"" основана в 2007 г. с целью гарантировать реализацию прав переживших Холокост и повысить информированность граждан в отношении прав, положенных многим из них по закону. Во главе организации стоит адвокат Авива Сильверман, обладающая 20-летним опытом в области прав переживших Холокост. Организация ведет уникальный интернет-сайт, на котором собраны все права переживших Холокост, она создает видеоролики, рассказывающие об этих правах, выпускает ежемесячные сводки и проводит обучение по вопросам этих прав для специалистов, волонтеров, переживших Холокост и членов их семей. В целом, основной задачей организации является распространение и повышение доступности информации, что во многих случаях гарантирует существенное улучшение материального благосостояния переживших Холокост в Израиле. Услуги предоставляются бесплатно. Организация обладает самыми полными сведениями обо всех правах переживших Холокост и предоставляет профессиональные консультации по правам ""от А до Я"", осуществляя сопровождение на всем пути вплоть до реализации прав. Кроме того, организация проводит семинары, лекции, публикует материалы в интернете и брошюры о правах переживших Холокост.
Организация ставит своей целью как можно быстрее донести информацию до специалистов, чтобы они могли лучше выполнять свои обязанности, и до самих переживших Холокост. Все услуги предоставляются пережившим Холокост бесплатно, без каких-либо сборов или ""членских взносов"". Конечная цель организации – сделать так, чтобы все пережившие Холокост могли вести достойную и материально благополучную жизнь, и именно таким отношением должны руководствоваться различные государственные учреждения, с которыми она сотрудничает.
Организация открыла консультационные центры ""Некудат зхут"" для переживших Холокост в местных органах власти по всей стране. Реквизиты организации Сферы деятельности: Права переживших Холокост Сайт: На сайт Фейсбук: На страницу Фейсбука Адрес: а/я 201, Нехалим, 49950 Телефон: 5711* Год создания: 2007 Гайдстар: Организации на сайте ""Гайдстар"" Темы и права, существенные для ""Коль Зхут"" Права переживших Холокост Помощь и услуги, предоставляемые организацией Помощь пережившим Холокост ""Некудат зхут"" – индивидуальные консультации по реализации прав для переживших Холокост Бесплатный консультационный центр для переживших Холокост от общественной организации ""Авив"" Помощь в реализации прав для переживших Холокост, не выходящих из дома Помощь пережившим Холокост в переписке с правительством Германии Консультации  и лекции для переживших Холокост, членов их семей и специалистов]. Обучение и консультирование волонтеров по вопросам прав переживших Холокост по всей стране . Правительственные ведомства, с которыми работает организация Управление по правам переживших Холокост Министерство социального обеспечения и благосостояния Министерство здравоохранения"
https://www.kolzchut.org.il/ru/%22%D0%90%D0%BB%D1%83%D0%BC%D0%B8%D0%BC%22,"הקדמה: В объединение Алумим входят живущие в Израиле люди, которые детьми скрывались во Франции во время Холокоста. Большинство из них родились с 1924 до июля 1944 г. и потеряли родителей, которые погибли в нацистских лагерях смерти. Объединение, которое основано с целью сохранить память о прошлом и увековечить трагические события Холокоста, действует благодаря усилиям своих членов и признано правительствами Израиля и Франции. В объединение ""Алумим"" могут вступить люди, которые в 1941-1944 гг. (на протяжении всего этого периода или его части) находились в подполье во Франции (с родителями или без), в настоящее время проживают в Израиле и родились после 1 января 1924 г. Реквизиты организации Сайт: На сайт Электронная почта: aloumim@gmail.com Адрес: Каплан 17, Тель-Авив; Ха-рав Аган, Иерусалим Телефон: 0722504015 Год создания: 1993 Гайдстар: Организации на сайте ""Гайдстар"" Темы и права, существенные для ""Коль Зхут"" Права переживших Холокост Пособие (рента) для переживших Холокост от правительства Франции Помощь для переживших Холокост, выходцев из Франции Деятельность ассоциации Ассоциация действует, среди прочего, в следующих сферах: Сбор свидетельств и сохранение памяти о периоде Холокоста во Франции. Психологическая поддержка в виде семинаров и психологической терапии в организации ""Амха"" . Помощь в получении компенсаций от правительства Франции , правительства Израиля и Фонда Article 2 . Социальная и медицинская помощь членам объединения в соответствии с установленными критериями. Реституция имущества. Общественная деятельность (например, экскурсии). Отделения и контактные данные Иерусалим – Ха-рав Аган 10, Иерусалим. Телефон: 058-5599812 Тель-Авив – ул. Каплан 17. טלפון: 072-2504015 . Онлайн форма связи ."
https://www.kolzchut.org.il/ru/%22%D0%90%D0%BC%D1%85%D0%B0%22,"הקדמה: ""Амха"" – израильский центр психологической и социальной поддержки для переживших Холокост и второго поколения. Это некоммерческая общественная организация, занимающаяся решением психологических и социальных проблем переживших Холокост и членов их семей. Деятельность организации осуществляется в центрах, расположенных в 14 городах Израиля. Реквизиты организации Сферы деятельности: Психологическая и социальная поддержка переживших Холокост и второго поколения Сайт: На сайт Электронная почта: amcha@amcha.org Адрес: ул. Элель 23, Иерусалим 
(Главное управление) Телефон: 02-6250634 Гайдстар: Организации на сайте ""Гайдстар"" Отделения Отделение Адрес Телефон Как добраться Иерусалим Гилель 23 02-6250745 Открыть карту Тель-Авив Мазе 58 03-5665701 -4 Открыть карту Хайфа Сдерот ха-Наси 95 04-8375649 Открыть карту Ришон ле-Цион Жаботински 16 03-6225301 Открыть карту Беэр-Шева Герцль 91 08-6270224 Открыть карту Рамат-Ган Герцль 44 03-6130425 Открыть карту Холон Герцогג 14 03-5584054 Открыть карту Петах-Тиква ха-Гистадрут 19 03-9300577 Открыть карту Кирьят-Моцкин Йонатан Нетаньягу 8 04-8766967 Открыть карту Ашкелон Йоханнесбург 25 (Афридар) 08-6710545 , 08-6847328 -9 Открыть карту Реховот Герцль 143 08-9467293 Открыть карту Нетания Смилянски 4 09-8341670 Открыть карту Сдерот ха-Пальмах 3/15 08-6890880 Открыть карту Нагария Лохамей ха-гетаот 18 (3-й этаж) 04-6665566 Открыть карту Темы и права, существенные для “Коль Зхут” Психологическая помощь пережившим Холокост от общественной организации ""Амха"" Лечебно-восстановительные центры для переживших Холокост от общественной организации ""Амха"" Визиты волонтеров на дом к пережившим Холокост от организации ""Амха"" Документирование личных историй переживших Холокост в рамках общей психологической работы"
https://www.kolzchut.org.il/ru/%22%D0%93%D0%BE%D0%BB%D0%BE%D1%81_%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D1%8C%D1%8F%22_-_%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D1%86%D0%B5%D0%BD%D1%82%D1%80_%D0%9C%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%B0_%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BE%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F_*5400,"הקדמה: Телефонный справочный центр Министерства здравоохранения предоставляет широкому кругу граждан информационную поддержку по всем вопросам, относящимся к компетенции Министерства здравоохранения Здесь можно получить информацию о медицинских аксессуарах и оборудовании, заявлениях на получение средств реабилитации и вспомогательного оборудования для передвижения, госпитализации по уходу, записи в клиники, вакцинации, Законе о государственном медицинском страховании, правах в системе здравоохранения и т. п. Обслуживание в телефонном центре предоставляется на иврите, арабском, русском, английском, французском и амхарском языках Услуга предоставляется бесплатно Информация Исполнительный орган: Министерство здравоохранения Сайт справочного центра Телефон: *5400 08-6241010 Доступно на языках: иврит, арабский, русский, английский, французский, амхарский. Стоимость: Бесплатно Основная сфера деятельности: Здоровье и болезни Дополнительная сфера деятельности: Право на здоровье Поставщики услуг Министерство здравоохранения Порядок предоставления услуги В справочный центр можно обратиться одним из следующих способов: По телефону: *5400 или 08-6241010 По факсу: 02-5655969 По электронной почте: Call.Habriut@moh.health.gov.il (к каждому обращению можно приложить файлы общим размером не более 5 MB). Через онлайн-бланк на сайте Министерства здравоохранения. Часы работы справочного центра С воскресенья по четверг с 08:00 до 18:00 В пятницу и канун праздника с 08:00 до 13:00 В полупраздничные дни (холь ха-моэд Суккот и Песах) с 08:00 до 14:00 Стоимость услуги Услуга предоставляется бесплатно."
https://www.kolzchut.org.il/ru/%22%D0%94%D0%B6%D0%BE%D0%B9%D0%BD%D1%82-%D0%AD%D1%88%D0%B5%D0%BB%D1%8C%22,"הקדמה: Организация ""Эшель"",  основанная организацией ""Джоинт-Мальбан"" в 1969 году, объединилась с организацией ""Джоинт Исраель"" в декабре  2019 года. ""Эшель"" занимается планированием и развитием программ и услуг для пожилых людей как на всеизраильском, так и на городском уровне, и улучшением существующих услуг для этой категории населения. Реквизиты организации Сферы деятельности: Планирование и развитие программ для пожилых людей и членов их семей Сайт: На сайт Фейсбук: На страницу Фейсбука Электронная почта: infoisrael@jdc.org Адрес: Элиэзер Каплан 9, Гиват Рам, Иерусалим п/я 3489, индекс 9103401 Телефон: 02-6557111 Факс: 02-6557515 Гайдстар: Организации на сайте ""Гайдстар"" Подходящие темы и права на ""Коль Зхут"" Старость Права переживших Холокост Досуг и благополучие в пожилом возрасте"
https://www.kolzchut.org.il/ru/%22%D0%95%D1%85%D0%B8%D0%B4%D0%B0_%D0%A1%D0%B3%D1%83%D0%BB%D0%B0%22_-_%D1%86%D0%B5%D0%BD%D1%82%D1%80_%D0%BF%D0%BE_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8_%D0%BF%D1%80%D0%B0%D0%B2_%D0%B4%D0%BB%D1%8F_%D0%BF%D0%BE%D0%B6%D0%B8%D0%BB%D1%8B%D1%85_%D0%BB%D1%8E%D0%B4%D0%B5%D0%B9_%D0%B2_%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%D1%85,"הקדמה: По всей стране действуют центры, предоставляющие информацию о правах в области здравоохранения и реабилитации пожилым гражданам, госпитализированным в больницах, и их семьям. Дополнительная информация доступна на сайте Министерства социального равенства (Министерство по делам пожилых граждан) Информация Исполнительный орган: Министерство социального равенства Населенный пункт: По всей стране Стоимость: Бесплатно Основная сфера деятельности: Старость Дополнительная сфера деятельности: Здоровье и болезни Центры ""Ехидат Сгула"" действуют в больницах по всему Израилю (смотрите список ниже ) и предоставляют информацию о правах в области здравоохранения и реабилитации госпитализированным пожилым гражданам и членам их семей. Центры были основаны по инициативе Министерства социального равенства. Услуги в них предоставляются волонтерами, которые прошли специальное обучение. Пожилые граждане и члены их семей могут получить информацию по следующим темам: Разъяснение прав госпитализированному, достигшему пожилого возраста Право на реабилитацию и права, полагающиеся в больничных кассах Права, полагающиеся от Институт Национального страхования (Битуах Леуми) Существующие варианты получения пособия по уходу Льготы и права для переживших Холокост Права членов семьи , которые ухаживают за госпитализированным пожилым гражданином Поставщики услуг Услуга предоставляется Министерством социального равенства посредством волонтеров. Целевая группа и условия получения прав Пожилые граждане, госпитализированные в больнице, и ухаживающие за ними члены семьи. Список отделений ""Ехидат Сгула"" Город Расположение отделения Номер телефона Адрес эл. почты Цфат Больница ""Зив"" 04-6828162 sgula@ziv.health.gov.il Афула Больница ""ХаЭмек"", корпус 8, этаж входа в здание 04-6494090 sgulaem@clalit.org.il Нагария Медицинский центр Галилеи 04-9107388 sgula@gmc.gov.il Тверия Медицинский центр ""Пурия"" - корпус амбулаторных клиник рядом с Институтом радиологии 04-6652286 sgula@poria.health.gov.il Хайфа Медицинский комплекс ""Кармель"" 04-8250727 sgulacr@clalit.org.il Хайфа Медицинский комплекс ""Рамбам"" - стойка информации на главном входе 04-7772501 sgular@rambam.health.gov.il Хадера Медицинский центр ""Хиллель Яффе"", корпус стационарных отделений А, рядом с промежуточным этажом возле информационного центра 04-6304941 sgula@hy.health.gov.il Кфар Саба Медицинский центр ""Меир"" - этаж входа возле центра обслуживания 09-7472426 sgulam@clalit.org.il Петах Тиква Больница ""Хашарон"" 03-9372881 sgulas@clalit.org.il Тель-Авив Медицинский центр ""Сураски"" (Ихилов) - корпус стационарных отделений им. Арисон, нижний этаж (центр информации и обслуживания) 03-6947680 sgula@tlvmc.gov.il Рамат Ган Медицинский центр ""Шиба"" (Тель хаШомер) - входной этаж центрального здания стационарных отделений 03-5305402 sgula@Sheba.health.gov.il Хулон Медицнский центр ""Вольфсон"" - нижний этаж 03-5028050 sgula@wmc.gov.il Ришон леЦион Медицинский центр ""Ассаф ХаРофэ"" - корпус стационарных отделений им. Ализы Бегин, нижний этаж 08-9542153 /9 sgula@asaf.health.gov.il Иерусалим Медицинский центр ""Шаарей Цедек"" - входной этаж (4), возле амбулаторных клиник 02-5645066 sgula@szmc.org.il Реховот Медицинский центр ""Каплан"" - корпус стационарных отделений, первый этаж, рядом с институтом радиологии 08-9441509 sgulakp@clalit.org.il Ашкелон Медицинский центр ""Барзилай"" - на входе в новый корпус стационарных отделений, напротив зала им. д-ра Мали 08-6746928 sgula@bmc.gov.il Беэр Шева Медицинский центр ""Сорока"" - детские клиники рядом с Отделением управления рисками 08-6400468 sgulaso@clalit.org.il Стоимость услуги Услуга предоставляется бесплатно Официальные источники правовой информации Разъяснения и публикации ""Права на вес золота"" - Информационная брошюра от Министерства социального равенства для госпитализированных пожилых людей الحقوق تساوي ذهبا - ارشادات وامتيازات للمواطن املسن الذي يرقد في المستشفى Информация о льготах - Права пожилых граждан при госпитализации Rights are worth their weight in gold - Instructions and benefits for hospitalized senior citizens by The Ministry for Social Equality"
"https://www.kolzchut.org.il/ru/%22%D0%95%D1%88%22-_%D0%B4%D0%B5%D1%82%D0%B8_%D0%B8_%D1%81%D0%B8%D1%80%D0%BE%D1%82%D1%8B,_%D0%BF%D0%B5%D1%80%D0%B5%D0%B6%D0%B8%D0%B2%D1%88%D0%B8%D0%B5_%D0%A5%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE%D1%81%D1%82,_%D0%B2_%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D0%B5","הקדמה: Общественная организация Еш – дети и сироты, пережившие Холокост, в Израиле объединяет переживших Холокост, которые были детьми в период Холокоста. Организация проводит дружеские встречи и помогает в реализации прав. У организации несколько отделений в разных городах страны . Реквизиты организации Сайт: На сайт Электронная почта: amutatyesh@gmail.com Адрес: ул. Йегуда ха-Леви 143, а/я 51426, Тель-Авив, 6527622 (Дом Берген-Бельзена) Телефон: 03-5602979 Факс: 15335602979 Год создания: 1998 Гайдстар: Организации на сайте ""Гайдстар"" Цели организации Организация ставит перед собой следующие цели: Получение надлежащего возмещения для детей Холокоста. Судебные, организационные, общественные и другие меры, призванные обеспечить детям Холокоста достойную жизнь и уважение. Сотрудничество с различными организациями для реализации прав переживших Холокост. Передача наследия Холокоста следующим поколениям. Увековечивание памяти погибших во время Холокоста. Темы и права, существенные для ""Коль Зхут"" Помощь в реализации прав пережившим Холокост от имени общественной организации ""Еш"" . Права переживших Холокост Контактные данные ассоциации Главный офис – ул. Йегуда ха-Леви 143, а/я 51426, Тель-Авив. Адрес электронной почты – amutatyesh@gmail.com Веб-сайт – Общественная организация ""Еш"" – дети и сироты, пережившие Холокост, в Израиле Чтобы связаться с организацией, нажмите здесь"
https://www.kolzchut.org.il/ru/%22%D0%9A%D0%B5%D0%BD_%D0%BB%D0%B5-%D0%97%D0%B0%D0%BA%D0%B5%D0%BD%22,"הקדמה: ""Кен ле-Закен"" это волонтерская организация, созданная при помощи “Иерусалимского фонда” с целью обеспечить реализацию прав и льгот пожилых людей, повысить уровень информированности об этих вопросах среди населения и продвигать интересы пожилых людей в законодательстве. Организация работает и управляется профессионалами, в основном, находящимися на пенсии, специалистами в широком спектре вопросов, связанных с правами пожилых людей. Реквизиты организации Сферы деятельности: Продвижение прав пожилых людей Сайт: На сайт Фейсбук: На страницу Фейсбука Электронная почта: kenlazaken@bezeqint.net Адрес: ул. Шазир 1, почтовый ящик № 36530 Иерусалим, индекс 9136402 Телефон: *2284 (Центр информации и помощи) Год создания: 2004 Гайдстар: Организации на сайте ""Гайдстар"" Цели организации Продвижение социальных вопросов, касающихся прав пожилых людей. Решение системных проблем и ущербной политики в данной сфере. Создание эффективной системы законов по данному вопросу, включая проведение ""Закона о правах пожилого человека"" . Повышение личной и общественной информированности о правах пожилых людей и их благосостоянии. Продвижение сотрудничества между различными организациями. Сферы деятельности организации Создание и поддержка телефонного центра помощи и информации для пожилых людей и членов их семей, используемого для сообщений о нарушении их прав и получении информации о реализации прав и льгот. Помощь группам пожилых людей с общим вопросом или общей проблемой в реализации их прав, как когда это касается изменения политики по данному вопросу, так и когда речь идет о конкретном случае. Продвижение прав и льгот пожилых людей при помощи определения основных проблем в системе предоставляемых престарелым услуг или проблем, связанных с благосостоянием пожилых людей, уведомление властей об этих проблемах, вынесение их в общественную повестку и предложение вариантов их решения. Вынесение острых проблем в общественную повестку при помощи различных СМИ. Сотрудничество с принимающими решения в политике для продвижения законодательных инициатив по данным вопросам. Подходящие к теме разделы на “Коль Зхут” Старость Права переживших Холокост"
https://www.kolzchut.org.il/ru/%22%D0%9A%D0%BB%D0%B5%D0%B9%D0%BC%D1%81_%D0%9A%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%81%22,"הקדמה: ”Клеймс Конференс” – объединение ведущих еврейских организаций, представляющее интересы евреев перед правительством Германии. Реквизиты организации Сферы деятельности: Представление интересов переживших Холокост перед правительством Германии Сайт: На сайт Электронная почта: infodesk@claimscon.org Адрес: ул. Карлибах 25, Тель-Авив,  для писем: почтовый ящик 20064 Тель-Авив, индекс 6120001 Телефон: 03-5194400 Факс: 03-6240047 Функция Ведение переговоров об индивидуальной выплате компенсаций пережившим Холокост. Организация “Клеймс Конференс” ведет переговоры с правительством Германии о расширении прав на использование управляемых ею фондов, в том числе Фонда помощи и Фонда Article 2. Предоставление финансирования для помощи пережившим Холокост, их возвращения и возрождения еврейских общин и организаций в разных странах. Обработка заявлений на получение помощи из фондов, управляемых “Клеймс Конференс” и финансируемых правительством Германии, которое определяет критерии для получения помощи. Темы и права Выплата для переживших Холокост из Фонда Article 2 ""Клеймс Конференс"" . Фонд помощи ""Клеймс Конференс"" - единовременная выплата . Единовременная компенсация пережившим Холокост, которые были детьми во время Холокоста . Единовременная выплата для переживших Холокост, которые будучи детьми, спаслись в ходе операции ""Киндертранспорт"" . Важно знать Уполномоченный ""Клеймс Конференс"" по рассмотрению жалоб общественности"
